clusterId,workingConceptName,candidateCount,distinctSourceCount,sources,confidence,ingredientSimilarity,techniqueSimilarity,structuralSimilarity,synthesisCandidate,blockReason
"dcluster_6367f7b7668fcfc74914c54c","Сало с черемшой","1","1","eda","0.912","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_cee2360aebd03d49af5f2381","Паровая баклажанная икра","1","1","eda","0.848","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_5ad14789e7f5aac2e0284fb7","Риет из красной рыбы","1","1","eda","0.848","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_ffa6f27b5c2635fe74dfcadd","Паста с лососем","1","1","eda","0.852","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_fee26b6c9892719d2eb2c10b","Лапша с говядиной по-тибетски","1","1","eda","0.885333","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_7f2ef5729e68f838d97cb9a4","Пицца «Карбонара по-сибирски»","1","1","eda","0.858667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_ab755c952be0aecf83a4a0d0","Фузилли с соусом болоньезе","1","1","eda","0.864","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_1ae8615dc91b5199f00cbce2","Паста с польпетте в томатном соусе","1","1","eda","0.872","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_508c6c6843db867715af9c76","Паста с шампиньонами и беконом в сливочном соусе","1","1","eda","0.885333","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_becae7a34d2149eec42e4db1","Домашняя паста с белыми грибами и сморчками","1","1","eda","0.885333","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_a901869a8b22bdc0ca7edeab","Тонкое дрожжевое тесто для пиццы","1","1","eda","0.918667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_dc1cf547f447a198cc0819a8","Суп с тофу по-азиатски","1","1","eda","0.896","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_697dd46296b1b871ce15b8f2","Бульон из цесарки с яичными клецками","1","1","eda","0.858667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_23236eb8dbcacef32c9e9496","Легкий куриный бульон с морковью и луком","1","1","eda","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_682bbbe55ae329f3991a0931","Овощной бульон","1","1","eda","0.877714","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_3057a82995d8b1eeb4eae783","Куриный бульон","1","1","eda","0.812","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_bfa30111024713384f86800b","Домашняя курица в луково-яичном бульоне","1","1","eda","0.832","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_400c0d8caa4f320f41cef74e","Шафрановый рис с изюмом и орехами","1","1","eda","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_7faf47367fde409c410d4a85","Тыквенное ризотто с кусочками тыквы","1","1","eda","0.910462","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_d2f685445dd00270cbe3b51c","Орзотто","1","1","eda","0.862769","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_9e6d8c5e0f4e3a563c514ea8","Ярко-зеленое ризотто","1","1","eda","0.877714","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_5aceaad18dbb60072cf423fd","Ризотто с колбасками и красным вином","1","1","eda","0.887385","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_669b3f407877eec0ae9e6612","Заправка для греческого салата","1","1","eda","0.832","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_008e12476542f719e08386fd","Майонез с маслом расторопши","1","1","eda","0.872","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_b56595a22d57f196eac483e5","Гуакамоле с тортильей","1","1","eda","0.894222","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_83f3794e752baafb609cb27e","Гранатово-соевый маринад для мяса","1","1","eda","0.840889","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_ae95939498cb7effee81ce2c","Какао-соус","1","1","eda","0.912","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_5b71ef23123496ae2ee768c7","По-бой сендвич с устрицами","1","1","eda","0.942909","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_dc8da9892ed9fc35d6f8300c","Бургер с болгарским перцем и соусом Табаско","1","1","eda","0.853818","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_b2077b8790b54d98aea59aa6","Буррито с филе","1","1","eda","0.843429","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_47e2d59f4134c6bc9accd51b","Бутерброды с икрой, укропом и сметаной","1","1","eda","0.848","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_630a75c193884c7b1803cbd5","Драники картофельные на сковороде","1","1","1000menu","0.858667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_bc23712847012165704fe46a","Драники картофельные классические","1","1","1000menu","0.926286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_da5eb5587f7f3fec5247da71","Драники картофельные с фаршем на сковороде","1","1","1000menu","0.832","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_24936012d1f1249d544a07c1","Картофельные драники на сковороде с яйцом","1","1","1000menu","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_aec0b7b7b04fe34522468c3e","Драники картофельные с луком","1","1","1000menu","0.858667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_970f5db94f8cc8a99691e1c7","Драники в духовке картофельные","1","1","1000menu","0.892","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_370a8168077eba3256e9c70a","Фарш с сыром вкусно и просто","1","1","1000menu","0.820571","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_399ae846451d259a7329121b","Бифштекс из фарша говядины на сковороде","1","1","1000menu","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_830d2b767f4b326cdea286e5","Котлеты из куриного фарша на сковороде","1","1","1000menu","0.858667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_580326a48be85dc3e24d3ce0","Фарш с сыром на сковороде","1","1","1000menu","0.872","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_7f8f6c1cd55867d2952249d7","Люля кебаб на сковороде в домашних условиях из фарша","1","1","1000menu","0.832","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_05348a70d927c231b8c7ac56","Фарш тушеный на сковороде","1","1","1000menu","0.840889","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_44d5758a851289561c8d05c2","Ленивые голубцы с рисом капустой и фаршем в кастрюле","1","1","1000menu","0.945333","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_1eb303320ad5584d28009f05","Голубцы классические в кастрюле","1","1","1000menu","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_b3ac265d67f4586ca65b7a59","Ленивые голубцы с фаршем на сковороде с рисом","1","1","1000menu","0.94","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_2056ca8c330a345692660a0d","Классическая долма в виноградных листьях в кастрюле","1","1","1000menu","0.823111","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_e9e83582e2e8010166a18307","Очень ленивые голубцы с капустой рисом на сковороде","1","1","1000menu","0.877714","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_7e2088bd88105b42d722aca6","Ленивые голубцы с фаршем капустой и рисом в духовке","1","1","1000menu","0.905333","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_790552f52b60884d00644173","Гречка с луком и морковью на сковороде","1","1","1000menu","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_774af50bb237bee241b7157f","Гречка с яйцом","1","1","1000menu","0.832","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","2","2","1000menu|iamcook","0.893455","1","1","1","true","PRODUCT_SELECTION_PENDING"
"dcluster_f908c77d86f27f956d23a0f6","ПП Каша гречневая рассыпчатая на воде в кастрюле","1","1","1000menu","0.792","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_b3b5c7896ab654e60e70c45f","Каша гречневая с мясом","1","1","1000menu","0.858667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_8daf099977064143ef2a90e5","Гречневая каша с грибами и луком","1","1","1000menu","0.843429","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_4dfb3a295b38aabe70563a0c","Картошка с мясом по французски в духовке","1","1","1000menu","0.900889","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_f9f4fbe49dd8b80cf45d09ed","Фрикадельки с картошкой со сметаной в духовке","1","1","1000menu","0.918667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_359195a8ab930e398386aeac","Свинина по французски с картофелем и сыром в духовке","1","1","1000menu","0.926286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_0e81aa89ce811a278385dab2","Картошка в кожуре в духовке","1","1","1000menu","0.908","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_9ed276fb02fcaa3f26e94927","Жаркое из свинины с картошкой","1","1","1000menu","0.936444","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_ff7e814025faedd666f167db","Мусака с баклажанами и картофелем и фаршем в духовке","1","1","1000menu","0.909778","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_c81f7d980b9eb726bbd21bb7","Сочные котлеты из фарша классические на сковороде","1","1","1000menu","0.852","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_dee30d212ed619dffc49d6e1","Куриные котлеты на сковороде","2","2","1000menu|iamcook","0.869143","1","1","1","true","PRODUCT_SELECTION_PENDING"
"dcluster_f80750499219fc2bf183a313","Как жарить замороженные котлеты","1","1","1000menu","0.912","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_193310c2c9a328dec30ecbd2","Котлеты в аэрогриле","1","1","1000menu","0.912","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_506b4db87ef0cb4b29aa877d","Котлеты из мясного фарша в духовке","1","1","1000menu","0.924","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_b4cab322fc81683907f5ab85","Котлеты для бургеров из фарша","1","1","1000menu","0.832","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_72b2048007e41b6e60a96537","Сочные куриные грудки в духовке","1","1","1000menu","0.865333","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_8c521f996b1e8844f530ff12","Жульен с курицей и грибами в духовке","2","2","1000menu|russianfood","0.881143","1","1","1","true","PRODUCT_SELECTION_PENDING"
"dcluster_a86b49f110a4c6f08c042b6a","Хрустящая курица на соли запеченная в духовке целиком","1","1","1000menu","0.972","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_7bede3a6b3b7ae135b46a4d7","Курица кусочками в духовке","1","1","1000menu","0.926286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_a9fd3036f18a562a2ce6112c","Сочные котлеты из куриного фарша в духовке на противне","1","1","1000menu","0.892","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_7db1f5d559ce491949935e92","Рис с курицей в духовке","1","1","1000menu","0.883111","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_a03fd02f1fae269eba7786c7","Омлет с молоком на сковороде пышный","1","1","1000menu","0.872","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_e8c736def0d4657e9d0fc213","Творог с яйцом на сковороде","1","1","1000menu","0.820571","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_162345de73ebeb10ccecf562","Омлет в духовке с молоком пышный как в детском саду","1","1","1000menu","0.908","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_f56bdfce184d826f0612295b","Омлет на кефире на сковороде","2","2","1000menu|russianfood","0.790666","1","1","1","true","PRODUCT_SELECTION_PENDING"
"dcluster_2b9c913194564f4490b357ff","Пышный омлет в аэрогриле с молоком","1","1","1000menu","0.872","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_636cca981cc3937a7a7e5a01","Омлет матушки Пуляр","1","1","1000menu","0.816","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_971778a48be1bbc7e644a360","Овсяная каша с бананом","1","1","1000menu","0.832","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_b7070b83fbcb47a2912b880b","Овсяная каша в мультиварке на молоке","1","1","1000menu","0.848","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_80ec2acde67418f1ffe2f0a3","Овсяная каша с сыром","1","1","1000menu","0.894222","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_01d6450f002bb750402c6ad5","Каша из овсяных хлопьев на молоке","1","1","1000menu","0.848","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_42f6cf35426d4c95ad9d3668","Овсяная каша на воде и молоке","1","1","1000menu","0.820571","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_8012fde839e597436338fef4","Овсяная каша с мёдом","1","1","1000menu","0.88","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_8897509daf7786148776f7dc","Плов из свинины в кастрюле на плите рассыпчатый","1","1","1000menu","0.848","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_e34edd165ef73680fc6d9805","Ароматный рассыпчатый плов с курицей на сковороде","1","1","1000menu","0.840889","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_774de150f88158f527525421","Плов в афганском казане на плите","1","1","1000menu","0.823111","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_6b3d7e91ad9b454584a7253e","Плов в казане из говядины на плите","1","1","1000menu","0.864","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_6ddeeefea8429efdc7b73c14","Плов из свинины в казане на костре","1","1","1000menu","0.832","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_6664e43415d12bbaee7c815b","Плов со свининой в мультиварке","1","1","1000menu","0.872","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_c60710898d5e1588c9c82909","Салат капуста с уксусом и маслом","1","1","1000menu","0.872","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_9dd458f6fa738eb25b67f6cb","Салат кукуруза огурец яйцо майонез","1","1","1000menu","0.858667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_6416705c2375d3a3e0c4e754","Салат из моркови как в столовой","1","1","1000menu","0.832","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_cef83236f27ffffb599785f0","Салат с капустой и яблоком","1","1","1000menu","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_e5bcf56033721c28aac6213d","Салат витаминный из капусты и моркови и яблока без уксуса","1","1","1000menu","0.864","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_ba837d3e66ae7e81022cb185","Cалат корейская морковь курица","1","1","1000menu","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_58863be9b2ffce1cc688d2ca","Салат с ананасом и курицей и сыром с чесноком","1","1","1000menu","0.858667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_6bfb0ec73b4bbf7eb079ab7b","Салат Генеральский классический с курицей","1","1","1000menu","0.912","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_c61d12cddf825f098ab34b98","Салат Мужские слезы с курицей грибами и корейской морковью","1","1","1000menu","0.892","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_087e4b1e5dec827e9aaa9398","Салат Тиффани с виноградом и курицей","1","1","1000menu","0.892","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_887108b3eef32407652f0a38","Салат с жареной курицей","1","1","1000menu","0.876444","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_43a4dd79c8007ab4ce5fed2c","Тыквенный суп пюре классический из тыквы со сливками","1","1","1000menu","0.864","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_5dd8ffa84d1986a76eb214e6","Крем суп из тыквы со сливками","1","1","1000menu","0.889143","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
