clusterId,conceptName,requiredIngredient,identity,family,explicitQualifiers,candidateProductCount,selectedProductId,selectionState,selectionReason,nutritionVersionPresent,catalogGapClass
"dcluster_87b96a2fc22b24da2b6baa44","Нежный омлет с помидорами","Куриное яйцо","Куриное яйцо","step092_eggs","","1","step092_eggs","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_87b96a2fc22b24da2b6baa44","Нежный омлет с помидорами","Помидоры","Помидоры","tomato_raw","","1","tomato_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_87b96a2fc22b24da2b6baa44","Нежный омлет с помидорами","Подсолнечное масло","Подсолнечное масло","sunflower_oil","","1","sunflower_oil","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_87b96a2fc22b24da2b6baa44","Нежный омлет с помидорами","Помидоры свежие","Помидоры свежие","tomato_raw","свежие","1","tomato_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_87b96a2fc22b24da2b6baa44","Нежный омлет с помидорами","Яйца","яйца","яйца","","1","step092_eggs","SINGLE_COMPATIBLE_PRODUCT_SELECTED","exactly one semantically compatible catalog product","true",""
"dcluster_87b96a2fc22b24da2b6baa44","Нежный омлет с помидорами","Сыр твердый","сыр твердый","сыр твердый","","1","hard_cheese_45pct","SINGLE_COMPATIBLE_PRODUCT_SELECTED","exactly one semantically compatible catalog product","true",""
"dcluster_87b96a2fc22b24da2b6baa44","Нежный омлет с помидорами","Молоко","молоко","молоко","","4","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
"dcluster_87b96a2fc22b24da2b6baa44","Нежный омлет с помидорами","Подсолнечное масло","Подсолнечное масло","sunflower_oil","","1","sunflower_oil","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Филе куриной грудки","Филе куриной грудки","chicken_breast_raw","","1","chicken_breast_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Салат ромен","Салат ромен","romaine_lettuce_raw","","1","romaine_lettuce_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Красный сладкий перец","Красный сладкий перец","bell_pepper_raw","","1","bell_pepper_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Белый хлеб","Белый хлеб","wheat_bread","","1","wheat_bread","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Куриное яйцо","Куриное яйцо","step092_eggs","","1","step092_eggs","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Оливковое масло","Оливковое масло","olive_oil","","1","olive_oil","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Чеснок","Чеснок","garlic_raw","","1","garlic_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Горчица","Горчица","mustard_ready","","1","mustard_ready","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Вустерширский соус","Вустерширский соус","worcestershire_sauce","","1","worcestershire_sauce","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Лимонный сок","Лимонный сок","lemon_juice","","1","lemon_juice","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Орегано,  щепотка","орегано","орегано","","1","oregano_dried","SINGLE_COMPATIBLE_PRODUCT_SELECTED","exactly one semantically compatible catalog product","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Каперсы","Каперсы","capers_pickled","","1","capers_pickled","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Тертый сыр пармезан","Тертый сыр пармезан","parmesan_hard","","1","parmesan_hard","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Салат Айсберг","Салат Айсберг","iceberg_lettuce_raw","","1","iceberg_lettuce_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Куриное филе","Куриное филе","chicken_breast_raw","","1","chicken_breast_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Помидоры черри","Помидоры черри","tomato_cherry_raw","","1","tomato_cherry_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Батон","Батон","wheat_bread","","1","wheat_bread","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Пармезан","Пармезан","parmesan_hard","","1","parmesan_hard","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Чеснок","Чеснок","garlic_raw","","1","garlic_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Растительное масло","растительное масло","растительное масло","","6","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Оливковое масло","Оливковое масло","olive_oil","","1","olive_oil","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Пармезан","Пармезан","parmesan_hard","","1","parmesan_hard","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Яйца","яйца","яйца","","1","step092_eggs","SINGLE_COMPATIBLE_PRODUCT_SELECTED","exactly one semantically compatible catalog product","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Горчица","Горчица","mustard_ready","","1","mustard_ready","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Чеснок","Чеснок","garlic_raw","","1","garlic_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Сахар","Сахар","sugar_white","","1","sugar_white","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_55ad13f0a5f49b582bcbfc03","Салат Цезарь классический с курицей","Соль","соль","соль","","5","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Гречка","Гречка","step093_buckwheat","","1","step093_buckwheat","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Вода","вода","вода","","0","","PROCESS_INPUT_ACCOUNTED","explicit non-purchased process medium","false",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Тушенка говяжья консервированная","Тушенка говяжья консервированная","tushenka_beef_canned","консервированная","1","tushenka_beef_canned","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Морковь","Морковь","carrot","","1","carrot","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Лук","Лук","","","5","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Подсолнечное масло","Подсолнечное масло","sunflower_oil","","1","sunflower_oil","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Сливочное масло","Сливочное масло","butter","","1","butter","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Лавровый лист","Лавровый лист","bay_leaf","","1","bay_leaf","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Гречка","Гречка","step093_buckwheat","","1","step093_buckwheat","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Лук репчатый","Лук репчатый","onion","","1","onion","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Морковь","Морковь","carrot","","1","carrot","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Перец болгарский","Перец болгарский","bell_pepper_raw","","1","bell_pepper_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Баклажан","Баклажан","eggplant_raw","","1","eggplant_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Помидор","Помидор","tomato_raw","","1","tomato_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Фасоль стручковая","Фасоль стручковая","green_beans_raw","","1","green_beans_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Капуста цветная","Капуста цветная","cauliflower_raw","","1","cauliflower_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_d526f4ecacd2fb418fd6611f","Гречка с тушенкой на сковороде","Масло растительное","растительное масло","растительное масло","","6","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
"dcluster_bc855099bb2c9b748b45db46","Куриные котлеты на сковороде","Куриное филе","Куриное филе","chicken_breast_raw","","1","chicken_breast_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_bc855099bb2c9b748b45db46","Куриные котлеты на сковороде","Лук","Лук","","","5","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
"dcluster_bc855099bb2c9b748b45db46","Куриные котлеты на сковороде","Яйцо сырое","Яйцо сырое","egg_raw","сырое","1","egg_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_bc855099bb2c9b748b45db46","Куриные котлеты на сковороде","Растительное масло","растительное масло","растительное масло","","6","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
"dcluster_bc855099bb2c9b748b45db46","Куриные котлеты на сковороде","Панировочные сухари","Панировочные сухари","bread_crumbs_dry","","1","bread_crumbs_dry","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_bc855099bb2c9b748b45db46","Куриные котлеты на сковороде","Куриный фарш","Куриный фарш","chicken_mince_raw","","1","chicken_mince_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_bc855099bb2c9b748b45db46","Куриные котлеты на сковороде","Манная крупа","Манная крупа","semolina_dry","","1","semolina_dry","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_bc855099bb2c9b748b45db46","Куриные котлеты на сковороде","Репчатый лук","Репчатый лук","onion","","1","onion","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_bc855099bb2c9b748b45db46","Куриные котлеты на сковороде","Укроп","укроп","укроп","","2","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
"dcluster_bc855099bb2c9b748b45db46","Куриные котлеты на сковороде","Яйцо сырое","Яйцо сырое","egg_raw","сырое","1","egg_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_bc855099bb2c9b748b45db46","Куриные котлеты на сковороде","Горчица","Горчица","mustard_ready","","1","mustard_ready","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_bc855099bb2c9b748b45db46","Куриные котлеты на сковороде","Сливочное масло","Сливочное масло","butter","","1","butter","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_bc855099bb2c9b748b45db46","Куриные котлеты на сковороде","Мука","мука","мука","","5","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
"dcluster_bc855099bb2c9b748b45db46","Куриные котлеты на сковороде","Растительное масло","растительное масло","растительное масло","","6","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
"dcluster_8c521f996b1e8844f530ff12","Жульен с курицей и грибами в духовке","Куриное филе","Куриное филе","chicken_breast_raw","","1","chicken_breast_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_8c521f996b1e8844f530ff12","Жульен с курицей и грибами в духовке","Шампиньоны","Шампиньоны","mushroom_champignon_raw","","1","mushroom_champignon_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_8c521f996b1e8844f530ff12","Жульен с курицей и грибами в духовке","Сметана","сметана","сметана","","3","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
"dcluster_8c521f996b1e8844f530ff12","Жульен с курицей и грибами в духовке","Твёрдый сыр","Твёрдый сыр","hard_cheese_45pct","","1","hard_cheese_45pct","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_8c521f996b1e8844f530ff12","Жульен с курицей и грибами в духовке","Оливковое масло","Оливковое масло","olive_oil","","1","olive_oil","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_8c521f996b1e8844f530ff12","Жульен с курицей и грибами в духовке","Куриное филе","Куриное филе","chicken_breast_raw","","1","chicken_breast_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_8c521f996b1e8844f530ff12","Жульен с курицей и грибами в духовке","Рис","Рис","step092_rice","","1","step092_rice","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_8c521f996b1e8844f530ff12","Жульен с курицей и грибами в духовке","Шампиньоны","Шампиньоны","mushroom_champignon_raw","","1","mushroom_champignon_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_8c521f996b1e8844f530ff12","Жульен с курицей и грибами в духовке","Сыр твёрдый","сыр твердый","сыр твердый","","1","hard_cheese_45pct","SINGLE_COMPATIBLE_PRODUCT_SELECTED","exactly one semantically compatible catalog product","true",""
"dcluster_8c521f996b1e8844f530ff12","Жульен с курицей и грибами в духовке","Лук репчатый","Лук репчатый","onion","","1","onion","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_8c521f996b1e8844f530ff12","Жульен с курицей и грибами в духовке","Майонез","Майонез","mayonnaise","","1","mayonnaise","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_f56bdfce184d826f0612295b","Омлет на кефире на сковороде","Яйца","яйца","яйца","","1","step092_eggs","SINGLE_COMPATIBLE_PRODUCT_SELECTED","exactly one semantically compatible catalog product","true",""
"dcluster_f56bdfce184d826f0612295b","Омлет на кефире на сковороде","Твёрдый сыр","Твёрдый сыр","hard_cheese_45pct","","1","hard_cheese_45pct","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_f56bdfce184d826f0612295b","Омлет на кефире на сковороде","Петрушка","Петрушка","parsley_raw","","1","parsley_raw","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_f56bdfce184d826f0612295b","Омлет на кефире на сковороде","Кефир","кефир","кефир","","2","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
"dcluster_f56bdfce184d826f0612295b","Омлет на кефире на сковороде","Растительное масло","растительное масло","растительное масло","","6","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
"dcluster_f56bdfce184d826f0612295b","Омлет на кефире на сковороде","Пшеничная мука","Пшеничная мука","wheat_flour","","1","wheat_flour","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_f56bdfce184d826f0612295b","Омлет на кефире на сковороде","Яйца","яйца","яйца","","1","step092_eggs","SINGLE_COMPATIBLE_PRODUCT_SELECTED","exactly one semantically compatible catalog product","true",""
"dcluster_f56bdfce184d826f0612295b","Омлет на кефире на сковороде","Масло","масло","масло","","9","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
"dcluster_6e5245d7ad0ff5db0075c6bb","Творожная запеканка с манкой и сметаной","Творог","Творог","cottage_cheese_5pct","","1","cottage_cheese_5pct","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_6e5245d7ad0ff5db0075c6bb","Творожная запеканка с манкой и сметаной","Сметана","сметана","сметана","","3","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
"dcluster_6e5245d7ad0ff5db0075c6bb","Творожная запеканка с манкой и сметаной","Яйца","яйца","яйца","","1","step092_eggs","SINGLE_COMPATIBLE_PRODUCT_SELECTED","exactly one semantically compatible catalog product","true",""
"dcluster_6e5245d7ad0ff5db0075c6bb","Творожная запеканка с манкой и сметаной","Сахар","Сахар","sugar_white","","1","sugar_white","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_6e5245d7ad0ff5db0075c6bb","Творожная запеканка с манкой и сметаной","Манка","Манка","semolina_dry","","1","semolina_dry","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_6e5245d7ad0ff5db0075c6bb","Творожная запеканка с манкой и сметаной","Сода","сода","сода","","1","baking_soda","SINGLE_COMPATIBLE_PRODUCT_SELECTED","exactly one semantically compatible catalog product","true",""
"dcluster_6e5245d7ad0ff5db0075c6bb","Творожная запеканка с манкой и сметаной","Ванилин","ванилин","ванилин","","0","","PRODUCT_CATALOG_GAP","no accepted compatible product remains after explicit evidence","false","REAL_MISSING_PRODUCT"
"dcluster_6e5245d7ad0ff5db0075c6bb","Творожная запеканка с манкой и сметаной","Сливочное масло","Сливочное масло","butter","","1","butter","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_6e5245d7ad0ff5db0075c6bb","Творожная запеканка с манкой и сметаной","Манка","Манка","semolina_dry","","1","semolina_dry","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_6e5245d7ad0ff5db0075c6bb","Творожная запеканка с манкой и сметаной","Творог","Творог","cottage_cheese_5pct","","1","cottage_cheese_5pct","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_6e5245d7ad0ff5db0075c6bb","Творожная запеканка с манкой и сметаной","Манка","Манка","semolina_dry","","1","semolina_dry","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_6e5245d7ad0ff5db0075c6bb","Творожная запеканка с манкой и сметаной","Сахар","Сахар","sugar_white","","1","sugar_white","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_6e5245d7ad0ff5db0075c6bb","Творожная запеканка с манкой и сметаной","Сливочное масло","Сливочное масло","butter","","1","butter","EXACT_PRODUCT_ALREADY_RESOLVED","accepted resolver supplied concrete product with nutrition authority","true",""
"dcluster_6e5245d7ad0ff5db0075c6bb","Творожная запеканка с манкой и сметаной","Молоко","молоко","молоко","","4","","PRODUCT_SELECTION_PENDING","multiple semantically valid products remain; no arbitrary variant is selected","false",""
