clusterId,conceptName,ingredient,family,candidateProducts,explicitEvidence,policyClass,defaultProductId,defaultAllowed,reason,nutritionVersion,blockingIssue
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","Молоко","молоко","milk_1pct|milk_2_5pct|milk_3_2pct|step092_milk","","RESEARCH_CONFLICT","","false","Research conflict blocks synthesis default.","unknown","research conflict"
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","Пшено","пшено","millet_boiled|millet_dry","","RESEARCH_CONFLICT","","false","Research conflict blocks synthesis default.","unknown","research conflict"
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","Соль","соль","beans_boiled|beans_canned_drained|beans_white_dry|green_beans_raw|salt_table","","RESEARCH_CONFLICT","","false","Research conflict blocks synthesis default.","present","research conflict"
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","Пшено","пшено","millet_boiled|millet_dry","","RESEARCH_CONFLICT","","false","Research conflict blocks synthesis default.","unknown","research conflict"
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","Молоко","молоко","milk_1pct|milk_2_5pct|milk_3_2pct|step092_milk","","RESEARCH_CONFLICT","","false","Research conflict blocks synthesis default.","unknown","research conflict"
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","Пшено","пшено","millet_boiled|millet_dry","","RESEARCH_CONFLICT","","false","Research conflict blocks synthesis default.","unknown","research conflict"
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","Молоко","молоко","milk_1pct|milk_2_5pct|milk_3_2pct|step092_milk","","RESEARCH_CONFLICT","","false","Research conflict blocks synthesis default.","unknown","research conflict"
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","Пшено","пшено","millet_boiled|millet_dry","","RESEARCH_CONFLICT","","false","Research conflict blocks synthesis default.","unknown","research conflict"
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","Молоко","молоко","milk_1pct|milk_2_5pct|milk_3_2pct|step092_milk","","RESEARCH_CONFLICT","","false","Research conflict blocks synthesis default.","unknown","research conflict"
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","Пшено","пшено","millet_boiled|millet_dry","","RESEARCH_CONFLICT","","false","Research conflict blocks synthesis default.","unknown","research conflict"
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","или","или","basil_dried|chili_powder","","NO_SAFE_DEFAULT","","false","No versioned policy entry exists for this family.","unknown","research conflict"
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","Молоко","молоко","milk_1pct|milk_2_5pct|milk_3_2pct|step092_milk","","RESEARCH_CONFLICT","","false","Research conflict blocks synthesis default.","unknown","research conflict"
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","Соль","соль","beans_boiled|beans_canned_drained|beans_white_dry|green_beans_raw|salt_table","","RESEARCH_CONFLICT","","false","Research conflict blocks synthesis default.","present","research conflict"
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","Пшено","пшено","millet_boiled|millet_dry","","RESEARCH_CONFLICT","","false","Research conflict blocks synthesis default.","unknown","research conflict"
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","Молоко","молоко","milk_1pct|milk_2_5pct|milk_3_2pct|step092_milk","","RESEARCH_CONFLICT","","false","Research conflict blocks synthesis default.","unknown","research conflict"
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Яйцо","яйцо","egg_boiled|egg_fried|egg_raw|quail_egg_raw","","NO_SAFE_DEFAULT","","false","Raw, cooked, fried and quail eggs differ in form or identity.","unknown","Raw, cooked, fried and quail eggs differ in form or identity."
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Соль","соль","beans_boiled|beans_canned_drained|beans_white_dry|green_beans_raw|salt_table","","AUTO_SYNTHESIS_DEFAULT_ALLOWED","salt_table","true","Generic culinary salt has one accepted canonical table-salt identity in the recipe catalog; no food-class, form or meaningful qualifier is changed.","present",""
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Растительное масло","растительное масло","coconut_oil|corn_oil|linseed_oil|olive_oil|rapeseed_oil|sunflower_oil","","OWNER_POLICY_REQUIRED","","false","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition.","unknown","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition."
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Мука","мука","buckwheat_flour|corn_flour|rice_flour|rye_flour|wheat_flour","","OWNER_POLICY_REQUIRED","","false","Wheat, rye, rice, corn and buckwheat flour are not interchangeable.","unknown","Wheat, rye, rice, corn and buckwheat flour are not interchangeable."
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Мука","мука","buckwheat_flour|corn_flour|rice_flour|rye_flour|wheat_flour","","OWNER_POLICY_REQUIRED","","false","Wheat, rye, rice, corn and buckwheat flour are not interchangeable.","unknown","Wheat, rye, rice, corn and buckwheat flour are not interchangeable."
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Мука","мука","buckwheat_flour|corn_flour|rice_flour|rye_flour|wheat_flour","","OWNER_POLICY_REQUIRED","","false","Wheat, rye, rice, corn and buckwheat flour are not interchangeable.","unknown","Wheat, rye, rice, corn and buckwheat flour are not interchangeable."
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Растительное масло","растительное масло","coconut_oil|corn_oil|linseed_oil|olive_oil|rapeseed_oil|sunflower_oil","","OWNER_POLICY_REQUIRED","","false","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition.","unknown","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition."
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Мука","мука","buckwheat_flour|corn_flour|rice_flour|rye_flour|wheat_flour","","OWNER_POLICY_REQUIRED","","false","Wheat, rye, rice, corn and buckwheat flour are not interchangeable.","unknown","Wheat, rye, rice, corn and buckwheat flour are not interchangeable."
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Соль","соль","beans_boiled|beans_canned_drained|beans_white_dry|green_beans_raw|salt_table","","AUTO_SYNTHESIS_DEFAULT_ALLOWED","salt_table","true","Generic culinary salt has one accepted canonical table-salt identity in the recipe catalog; no food-class, form or meaningful qualifier is changed.","present",""
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Яйцо","яйцо","egg_boiled|egg_fried|egg_raw|quail_egg_raw","","NO_SAFE_DEFAULT","","false","Raw, cooked, fried and quail eggs differ in form or identity.","unknown","Raw, cooked, fried and quail eggs differ in form or identity."
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Соль","соль","beans_boiled|beans_canned_drained|beans_white_dry|green_beans_raw|salt_table","","AUTO_SYNTHESIS_DEFAULT_ALLOWED","salt_table","true","Generic culinary salt has one accepted canonical table-salt identity in the recipe catalog; no food-class, form or meaningful qualifier is changed.","present",""
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Масло растительное","растительное масло","coconut_oil|corn_oil|linseed_oil|olive_oil|rapeseed_oil|sunflower_oil","","OWNER_POLICY_REQUIRED","","false","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition.","unknown","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition."
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Мука","мука","buckwheat_flour|corn_flour|rice_flour|rye_flour|wheat_flour","","OWNER_POLICY_REQUIRED","","false","Wheat, rye, rice, corn and buckwheat flour are not interchangeable.","unknown","Wheat, rye, rice, corn and buckwheat flour are not interchangeable."
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Мука","мука","buckwheat_flour|corn_flour|rice_flour|rye_flour|wheat_flour","","OWNER_POLICY_REQUIRED","","false","Wheat, rye, rice, corn and buckwheat flour are not interchangeable.","unknown","Wheat, rye, rice, corn and buckwheat flour are not interchangeable."
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Масло растительное","растительное масло","coconut_oil|corn_oil|linseed_oil|olive_oil|rapeseed_oil|sunflower_oil","","OWNER_POLICY_REQUIRED","","false","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition.","unknown","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition."
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Яйцо","яйцо","egg_boiled|egg_fried|egg_raw|quail_egg_raw","","NO_SAFE_DEFAULT","","false","Raw, cooked, fried and quail eggs differ in form or identity.","unknown","Raw, cooked, fried and quail eggs differ in form or identity."
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Мука","мука","buckwheat_flour|corn_flour|rice_flour|rye_flour|wheat_flour","","OWNER_POLICY_REQUIRED","","false","Wheat, rye, rice, corn and buckwheat flour are not interchangeable.","unknown","Wheat, rye, rice, corn and buckwheat flour are not interchangeable."
"dcluster_42195d33701be1626f7187a2","Сырники без яиц с манкой","Масло растительное","растительное масло","coconut_oil|corn_oil|linseed_oil|olive_oil|rapeseed_oil|sunflower_oil","","OWNER_POLICY_REQUIRED","","false","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition.","unknown","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition."
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Яйцо куриное","яйцо","egg_boiled|egg_fried|egg_raw|quail_egg_raw","","NO_SAFE_DEFAULT","","false","Raw, cooked, fried and quail eggs differ in form or identity.","unknown","Raw, cooked, fried and quail eggs differ in form or identity."
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Соль","соль","beans_boiled|beans_canned_drained|beans_white_dry|green_beans_raw|salt_table","","AUTO_SYNTHESIS_DEFAULT_ALLOWED","salt_table","true","Generic culinary salt has one accepted canonical table-salt identity in the recipe catalog; no food-class, form or meaningful qualifier is changed.","present",""
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Растительное масло","растительное масло","coconut_oil|corn_oil|linseed_oil|olive_oil|rapeseed_oil|sunflower_oil","","OWNER_POLICY_REQUIRED","","false","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition.","unknown","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition."
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Яйцо","яйцо","egg_boiled|egg_fried|egg_raw|quail_egg_raw","","NO_SAFE_DEFAULT","","false","Raw, cooked, fried and quail eggs differ in form or identity.","unknown","Raw, cooked, fried and quail eggs differ in form or identity."
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Мука","мука","buckwheat_flour|corn_flour|rice_flour|rye_flour|wheat_flour","","OWNER_POLICY_REQUIRED","","false","Wheat, rye, rice, corn and buckwheat flour are not interchangeable.","unknown","Wheat, rye, rice, corn and buckwheat flour are not interchangeable."
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Соль","соль","beans_boiled|beans_canned_drained|beans_white_dry|green_beans_raw|salt_table","","AUTO_SYNTHESIS_DEFAULT_ALLOWED","salt_table","true","Generic culinary salt has one accepted canonical table-salt identity in the recipe catalog; no food-class, form or meaningful qualifier is changed.","present",""
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Растительное масло","растительное масло","coconut_oil|corn_oil|linseed_oil|olive_oil|rapeseed_oil|sunflower_oil","","OWNER_POLICY_REQUIRED","","false","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition.","unknown","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition."
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Яйцо","яйцо","egg_boiled|egg_fried|egg_raw|quail_egg_raw","","NO_SAFE_DEFAULT","","false","Raw, cooked, fried and quail eggs differ in form or identity.","unknown","Raw, cooked, fried and quail eggs differ in form or identity."
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Мука","мука","buckwheat_flour|corn_flour|rice_flour|rye_flour|wheat_flour","","OWNER_POLICY_REQUIRED","","false","Wheat, rye, rice, corn and buckwheat flour are not interchangeable.","unknown","Wheat, rye, rice, corn and buckwheat flour are not interchangeable."
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Соль","соль","beans_boiled|beans_canned_drained|beans_white_dry|green_beans_raw|salt_table","","AUTO_SYNTHESIS_DEFAULT_ALLOWED","salt_table","true","Generic culinary salt has one accepted canonical table-salt identity in the recipe catalog; no food-class, form or meaningful qualifier is changed.","present",""
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Масло растительное","растительное масло","coconut_oil|corn_oil|linseed_oil|olive_oil|rapeseed_oil|sunflower_oil","","OWNER_POLICY_REQUIRED","","false","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition.","unknown","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition."
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Творог жирностью 5%","Творог жирностью 5%","butter_72pct|cottage_cheese_5pct|hard_cheese_45pct|kefir_2_5pct|milk_2_5pct|sour_cream_15pct|step092_milk","5%","NO_SAFE_DEFAULT","","false","Explicit source/form evidence has priority over synthesis policy.","unknown","Explicit source/form evidence has priority over synthesis policy."
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Яйцо","яйцо","egg_boiled|egg_fried|egg_raw|quail_egg_raw","","NO_SAFE_DEFAULT","","false","Raw, cooked, fried and quail eggs differ in form or identity.","unknown","Raw, cooked, fried and quail eggs differ in form or identity."
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Мука","мука","buckwheat_flour|corn_flour|rice_flour|rye_flour|wheat_flour","","OWNER_POLICY_REQUIRED","","false","Wheat, rye, rice, corn and buckwheat flour are not interchangeable.","unknown","Wheat, rye, rice, corn and buckwheat flour are not interchangeable."
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Соль","соль","beans_boiled|beans_canned_drained|beans_white_dry|green_beans_raw|salt_table","","AUTO_SYNTHESIS_DEFAULT_ALLOWED","salt_table","true","Generic culinary salt has one accepted canonical table-salt identity in the recipe catalog; no food-class, form or meaningful qualifier is changed.","present",""
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Яйцо","яйцо","egg_boiled|egg_fried|egg_raw|quail_egg_raw","","NO_SAFE_DEFAULT","","false","Raw, cooked, fried and quail eggs differ in form or identity.","unknown","Raw, cooked, fried and quail eggs differ in form or identity."
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Мука","мука","buckwheat_flour|corn_flour|rice_flour|rye_flour|wheat_flour","","OWNER_POLICY_REQUIRED","","false","Wheat, rye, rice, corn and buckwheat flour are not interchangeable.","unknown","Wheat, rye, rice, corn and buckwheat flour are not interchangeable."
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Соль","соль","beans_boiled|beans_canned_drained|beans_white_dry|green_beans_raw|salt_table","","AUTO_SYNTHESIS_DEFAULT_ALLOWED","salt_table","true","Generic culinary salt has one accepted canonical table-salt identity in the recipe catalog; no food-class, form or meaningful qualifier is changed.","present",""
"dcluster_b0fa5e075d9cfef5676aed33","Пышные сырники с манкой","Масло растительное","растительное масло","coconut_oil|corn_oil|linseed_oil|olive_oil|rapeseed_oil|sunflower_oil","","OWNER_POLICY_REQUIRED","","false","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition.","unknown","Oil source (sunflower, olive, rapeseed, etc.) changes culinary identity and nutrition."
